	accu_reward	episode_index	prey_pos	time_passed
0	46.904996137774866	1.0	[-0.8364790081977844, -0.261011004447937, 0.03721502795815468]	30000.0
1	-16.924311598725325	2.0	[-1.1066579818725586, -0.22488978505134583, 0.03836813196539879]	30000.0
2	35.60843805118853	3.0	[-0.9899643659591675, -0.374888151884079, 0.037109483033418655]	30000.0
3	-37.76982609541494	4.0	[-1.4011338949203491, 0.12389074265956879, 0.037452392280101776]	30000.0
4	-814.7292491159825	5.0	[-0.7298230528831482, -0.0934356302022934, 0.03745882585644722]	30000.0
5	43.10499613777489	6.0	[-0.5527401566505432, -0.02523411437869072, 0.03708827123045921]	30000.0
6	44.90499613777486	7.0	[-0.5193319320678711, -0.005222032777965069, 0.037095971405506134]	30000.0
7	41.304996137774914	8.0	[-0.46953076124191284, -0.11815701425075531, 0.03716138005256653]	30000.0
8	43.27453216551655	9.0	[-0.42089977860450745, -0.08628018945455551, 0.03718239441514015]	30000.0
9	42.304996137774886	10.0	[-0.515664279460907, -0.35750624537467957, 0.037058211863040924]	30000.0
10	41.904996137774916	11.0	[-0.48922020196914673, -0.2885277271270752, 0.03710164502263069]	30000.0
11	55.82034778601082	12.0	[-1.1929185390472412, 0.025573745369911194, 0.0373491495847702]	30000.0
12	29.83020423595712	13.0	[-1.179651141166687, -0.4881218373775482, 0.039229702204465866]	30000.0
13	-159.48079477503026	14.0	[-1.099012851715088, 1.3401106595993042, 0.038456205278635025]	30000.0
14	87.36396490432006	15.0	[1.4571611881256104, -2.2641966342926025, 0.04044278711080551]	30000.0
15	59.17416909221075	16.0	[-1.2597109079360962, -1.4527933597564697, 0.037739865481853485]	30000.0
16	74.40546640767668	17.0	[1.3260215520858765, 1.226226568222046, 0.03719688206911087]	30000.0
17	59.22602324781092	18.0	[1.7046600580215454, -2.2183496952056885, 0.046779144555330276]	30000.0
18	23.158949503924745	19.0	[-1.367844820022583, -1.299086332321167, 0.03758969530463219]	30000.0
19	14.49147238420373	20.0	[-1.2424185276031494, 1.3905237913131714, 0.04975510016083717]	30000.0
20	-108.96570700150679	21.0	[0.6838308572769165, 1.3041189908981323, 0.03710704296827316]	30000.0
21	79.84481409037963	22.0	[1.663498878479004, -1.9937255382537842, 0.03710300475358963]	30000.0
22	16.861054527880285	23.0	[-1.1564396619796753, -2.3912525177001953, 0.03949777036905289]	30000.0
23	-9.983705798511775	24.0	[-1.191327452659607, -1.5010995864868164, 0.03707597777247429]	30000.0
24	60.66898573362226	25.0	[-0.5737136602401733, 1.1165342330932617, 0.04934752732515335]	30000.0
25	-76.58462193238763	26.0	[-0.2810519337654114, 0.560961127281189, 0.03872719407081604]	30000.0
26	97.70499613777496	27.0	[-0.288629949092865, 0.5634276866912842, 0.03331290930509567]	30000.0
27	97.90499613777496	28.0	[-0.2889598608016968, 0.5639724135398865, 0.0326237715780735]	30000.0
28	97.70499613777496	29.0	[-0.2889670729637146, 0.5642818212509155, 0.03229649364948273]	30000.0
29	97.90499613777496	30.0	[-0.2894470989704132, 0.5650593042373657, 0.033247459679841995]	30000.0
30	97.70499613777496	31.0	[-0.2894655466079712, 0.5646263360977173, 0.032296352088451385]	30000.0
31	97.50499613777495	32.0	[-0.2897499203681946, 0.5647168755531311, 0.0324227437376976]	30000.0
32	97.90499613777496	33.0	[-0.2899710536003113, 0.5650492906570435, 0.032203588634729385]	30000.0
33	97.90499613777496	34.0	[-0.29014328122138977, 0.565301775932312, 0.03229670226573944]	30000.0
34	97.70499613777496	35.0	[-0.29064738750457764, 0.5655163526535034, 0.03258903697133064]	30000.0
35	97.90499613777496	36.0	[-0.29075902700424194, 0.5657383799552917, 0.03262687474489212]	30000.0
36	97.90499613777496	37.0	[-0.2912618815898895, 0.5654409527778625, 0.03250889107584953]	30000.0
37	98.10499613777496	38.0	[-0.2912893295288086, 0.5654655694961548, 0.03263133764266968]	30000.0
38	97.70499613777496	39.0	[-0.2915974259376526, 0.5661412477493286, 0.03251735493540764]	30000.0
39	97.30499613777495	40.0	[-0.29188671708106995, 0.5661851167678833, 0.03240637853741646]	30000.0
40	97.70499613777496	41.0	[-0.2922907769680023, 0.5663939118385315, 0.03258989378809929]	30000.0
41	97.50499613777495	42.0	[-0.29251569509506226, 0.5661466717720032, 0.03265373781323433]	30000.0
42	97.90499613777496	43.0	[-0.2925441563129425, 0.5665097832679749, 0.03220406174659729]	30000.0
